parcelid,lat,lng,formatted address,# ROOFTOP address fetched
11202579,34.583577,-118.08177,"2630 E Ave Q-4, Palmdale, CA 93550, USA",3
11204579,34.566592,-118.09136,"37631 Harvey St, Palmdale, CA 93550, USA",1
11207613,34.585182,-118.071765,"38645 32nd St E, Palmdale, CA 93550, USA",1
11209844,34.561554,-118.041655,"4841 E Ave R12, Palmdale, CA 93552, USA",1
11211011,34.570433,-118.044438,"37847 Noble Ct, Palmdale, CA 93552, USA",1
11219432,34.58294,-117.854779,"38560 154th St E, Palmdale, CA 93591, USA",2
11254269,34.545889,-117.841409,"36549 165th St E, Llano, CA 93544, USA",1
11262981,34.650417,-118.210317,"42235 45th St W, Lancaster, CA 93536, USA",2
11278843,34.694144,-118.157175,"1503 W Newgrove St, Lancaster, CA 93534, USA",1
11317173,34.685644,-118.242168,"6246 W Ave J 4, Lancaster, CA 93536, USA",2
11335456,34.656931,-118.384038,"42652 Beaverbrook Dr, Elizabeth Lake, CA 93532, USA",2
11345348,34.458738,-118.520267,"28252 Kenton Ln, Santa Clarita, CA 91350, USA",1
11363076,34.447521,-118.653338,"29679 Cromwell Ave, Val Verde, CA 91384, USA",2
11389153,33.97969,-118.360039,"1306 N Eucalyptus Ave, Inglewood, CA 90302, USA",2
11441335,33.898877,-118.356145,"14613 Mansel Ave, Lawndale, CA 90260, USA",2
11448311,33.859258,-118.341709,"18903 Cordary Ave, Torrance, CA 90504, USA",2
11492318,33.862204,-118.367134,"2405 Ralston Ln, Redondo Beach, CA 90278, USA",1
11499708,33.886268,-118.388251,"1446 11th St, Manhattan Beach, CA 90266, USA",2
11499831,33.88166,-118.386589,"1520 5th St, Manhattan Beach, CA 90266, USA",1
11502335,33.88495,-118.398589,"953 9th St, Manhattan Beach, CA 90266, USA",2
11518542,34.030864,-118.375938,"2920 Sentney Ave, Culver City, CA 90232, USA",2
11546305,34.035941,-118.266597,"1513 S Grand Ave, Los Angeles, CA 90015, USA",2
11547327,34.000746,-118.470764,"242 Bernard Ave, Venice, CA 90291, USA",2
11600334,34.045847,-118.381395,"1779 S Sherbourne Dr, Los Angeles, CA 90035, USA",1
11650306,34.104086,-118.462426,"1912 Roscomare Rd, Los Angeles, CA 90077, USA",1
11653206,34.118777,-118.4343,"2571 Wallingford Dr, Beverly Hills, CA 90210, USA",1
11654452,34.112529,-118.422794,"2173 Summitridge Dr, Beverly Hills, CA 90210, USA",2
11668561,34.05482,-118.517963,"1346 Marinette Rd, Pacific Palisades, CA 90272, USA",1
11687846,34.035233,-118.829042,"30063 Andromeda Ln, Malibu, CA 90265, USA",2
11708622,34.006617,-118.311061,"1759 W 42nd Pl, Los Angeles, CA 90062, USA",1
11715139,34.019048,-118.326655,"2800 Obama Blvd, Los Angeles, CA 90018, USA",2
11743547,34.042672,-118.324627,"1630 7th Ave, Los Angeles, CA 90019, USA",1
11773472,34.034013,-118.281837,"1000 W 23rd St, Los Angeles, CA 90007, USA",3
11815544,34.074705,-118.173459,"2433 Lombardy Blvd, Los Angeles, CA 90032, USA",1
11831022,34.0138,-118.178334,"4389 1/2 Lovett St, Los Angeles, CA 90023, USA",1
11832675,34.006581,-118.168281,"2311 Couts Ave, Commerce, CA 90040, USA",3
11867909,34.097151,-118.151711,"2520 Birch St, Alhambra, CA 91801, USA",2
11886311,34.112156,-118.133647,"635 Winthrop Rd, San Marino, CA 91108, USA",1
11887505,34.119012,-118.136268,"665 Old Mill Rd, Pasadena, CA 91108, USA",1
11932606,34.086286,-118.078192,"8761 Mission Dr, Rosemead, CA 91770, USA",3
11942041,34.083777,-118.261315,"1543 Allesandro St, Los Angeles, CA 90026, USA",3
11945477,34.100438,-118.274983,"2206 Ronda Vista Dr, Los Angeles, CA 90027, USA",1
11977554,34.124383,-118.186541,"6129 Delphi St, Los Angeles, CA 90042, USA",2
11994969,34.076933,-118.318961,"323 N Irving Blvd, Los Angeles, CA 90004, USA",2
11997398,34.082871,-118.353659,"635 N Gardner St, Los Angeles, CA 90036, USA",2
12021802,34.095959,-118.382728,"1311 Belfast Dr, Los Angeles, CA 90069, USA",2
12023645,34.11491,-118.383912,"8660 Skyline Dr, Los Angeles, CA 90046, USA",2
12024309,34.114318,-118.375475,"8211 Lookout Mountain Ave, Los Angeles, CA 90046, USA",3
12050156,34.186512,-118.288677,"2083 Watson St, Glendale, CA 91201, USA",2
12054775,34.163214,-118.308675,"1120 S Chavez St, Burbank, CA 91506, USA",2
12079851,34.150814,-118.213335,"2336 Hollister Terrace, Glendale, CA 91206, USA",1
12098366,34.134867,-118.174851,"380 Glen Summer Rd, Pasadena, CA 91105, USA",1
12118741,34.154683,-118.110045,"1955 E Villa St, Pasadena, CA 91107, USA",3
12136604,34.143255,-118.035684,"301 San Antonio Rd, Arcadia, CA 91007, USA",1
12156491,34.204156,-118.185931,"4844 Hampton Rd, La Cañada Flintridge, CA 91011, USA",1
12156629,34.205178,-118.1853,"350 Santa Inez Way, La Cañada Flintridge, CA 91011, USA",2
12157258,34.190625,-118.181964,"582 Meadow Grove St, La Cañada Flintridge, CA 91011, USA",2
12157992,34.191932,-118.163854,"2695 Casitas Ave, Altadena, CA 91001, USA",1
12162523,34.200122,-118.140259,"3304 Laurice Ave, Altadena, CA 91001, USA",1
12170171,34.183629,-118.123758,"1306 E Calaveras St, Altadena, CA 91001, USA",2
12174854,34.177236,-118.097565,"Eaton Canyon Nature Center, 1750 N Altadena Dr, Pasadena, CA 91107, USA",2
12185444,33.985466,-118.253256,"1223 E 60th St, Los Angeles, CA 90001, USA",1
12208686,33.959231,-118.30557,"1623 W 87th St, Los Angeles, CA 90047, USA",2
12211587,33.952516,-118.276692,"216 W 92nd St, Los Angeles, CA 90003, USA",2
12268918,33.922647,-118.245754,"12012 Compton Ave, Los Angeles, CA 90059, USA",1
12283441,33.925344,-118.204341,"3630 Platt Ave, Lynwood, CA 90262, USA",3
12299889,33.946001,-118.202376,No result,0
12371981,34.014908,-118.139036,"6142 Northside Dr, East Los Angeles, CA 90022, USA",2
12374797,34.020392,-118.130201,"2540 W Via Corona, Montebello, CA 90640, USA",2
12399932,33.950808,-118.097757,"9245 True Ave, Downey, CA 90240, USA",1
12431469,33.834382,-118.097505,"4188 Los Coyotes Diagonal, Lakewood, CA 90713, USA",1
12450471,33.873362,-118.151202,"17456 Downey Ave, Bellflower, CA 90706, USA",3
12456489,33.848857,-118.172198,"5043 Walnut Ave, Long Beach, CA 90807, USA",2
12467528,33.82372,-118.171838,"3646 Walnut Ave, Long Beach, CA 90807, USA",1
12470368,33.844495,-118.159454,"2706 Loomis St, Lakewood, CA 90712, USA",1
12474676,33.858023,-118.148818,"3701 Verdura Ave, Lakewood, CA 90712, USA",2
12484492,33.852383,-118.118186,"5847 Dashwood St, Lakewood, CA 90713, USA",2
12494438,33.823147,-118.129999,"3602 Charlemagne Ave, Long Beach, CA 90808, USA",1
12514470,33.793321,-118.118989,"2061 Radnor Ave, Long Beach, CA 90815, USA",1
12525095,33.774054,-118.123557,"625 Flint Ave, Long Beach, CA 90814, USA",3
12536362,33.761358,-118.147726,"3810 E First St, Long Beach, CA 90803, USA",2
12542964,33.777701,-118.164263,"828 Raymond Ave, Long Beach, CA 90804, USA",2
12622449,33.796014,-118.302618,"1437 252nd St, Harbor City, CA 90710, USA",2
12647458,33.745845,-118.302026,"304 N Hanford Ave, San Pedro, CA 90732, USA",1
12688018,33.773911,-118.424171,"2209 Paseo Del Mar, Palos Verdes Estates, CA 90274, USA",2
12692674,33.760339,-118.316832,"2119 W Toscanini Dr, Rancho Palos Verdes, CA 90275, USA",1
12697905,33.744243,-118.317386,"1944 W Santa Cruz St, San Pedro, CA 90732, USA",1
12699166,33.732559,-118.312191,"1227 S Dodson Ave, San Pedro, CA 90732, USA",2
12717348,33.952399,-118.087203,"9708 Orr and Day Rd, Santa Fe Springs, CA 90670, USA",2
12720060,33.930717,-118.07271,"120 Norwalk Blvd, Santa Fe Springs, CA 90670, USA",3
12720729,33.925313,-118.072002,No result,0
12741913,33.908334,-118.060547,"12749 Hoback St, Norwalk, CA 90650, USA",1
12746384,33.904377,-118.094528,"13926 Fairford Ave, Norwalk, CA 90650, USA",1
12753870,33.899089,-118.066009,"14537 Wheatstone Ave, Norwalk, CA 90650, USA",1
12757241,33.899733,-118.105655,"14432 Piuma Ave, Norwalk, CA 90650, USA",1
12757771,33.891664,-118.101293,"10934 Molette St, Norwalk, CA 90650, USA",1
12759122,33.890721,-118.086567,"11543 Cheshire St, Norwalk, CA 90650, USA",3
12761893,33.89264,-118.016831,"14753 La Capelle Rd, La Mirada, CA 90638, USA",1
12792418,33.93466,-118.020267,"14646 Broadway, Whittier, CA 90604, USA",2
12793079,33.932844,-118.026569,"10930 Bonavista Ln, Whittier, CA 90604, USA",1
12817613,33.99929,-117.977131,"15465 Newton St, Hacienda Heights, CA 91745, USA",2
12826258,33.933548,-117.997441,"15551 Fernview St, Whittier, CA 90604, USA",1
12834143,34.000596,-117.958795,"1633 Armington Ave, La Puente, CA 91745, USA",1
12834950,33.997746,-117.96443,"1849 Falstone Ave, Hacienda Heights, CA 91745, USA",1
12838395,34.028689,-117.937777,"16303 E Temple Ave, City of Industry, CA 91744, USA",2
12841484,33.975927,-117.897389,"18653 Barroso St, Rowland Heights, CA 91748, USA",2
12858764,33.98943,-117.834648,"1773 Morning Canyon Rd, Diamond Bar, CA 91765, USA",1
12864775,34.11421,-117.740694,"1654 Mural Dr, Claremont, CA 91711, USA",1
12869305,34.092507,-117.712605,"209 E Green St, Claremont, CA 91711, USA",2
12878052,34.036581,-117.733093,"1938 Sanborn Way, Pomona, CA 91766, USA",3
12884867,34.052461,-117.755827,"629 W 8th St, Pomona, CA 91766, USA",1
12902036,34.110514,-117.8358,"1411 W Juanita Ave, San Dimas, CA 91773, USA",3
12903428,34.095443,-117.82867,"809 S Dumaine Ave, San Dimas, CA 91773, USA",1
12908853,34.082001,-117.823922,"1618 Avenida Entrada, San Dimas, CA 91773, USA",1
12912099,34.098453,-117.855544,"4733 N Bonnie Cove Ave, Covina, CA 91724, USA",2
12922909,34.091732,-117.865217,"484 N Calmgrove Ave, Covina, CA 91724, USA",1
12923132,34.089233,-117.867414,"350 N Jenifer Ave, Covina, CA 91724, USA",3
12939525,34.07437,-117.951515,"2309 W Channing St, West Covina, CA 91790, USA",1
12944887,34.061277,-117.935287,"908 W Crumley St, West Covina, CA 91790, USA",1
12960173,34.133078,-118.015179,"721 Genoa St, Monrovia, CA 91016, USA",1
12969104,34.143863,-117.979459,"633 Hacienda Dr, Monrovia, CA 91016, USA",1
12989942,34.071952,-117.970374,"14042 Rockway Dr, Baldwin Park, CA 91706, USA",1
12992912,34.048847,-117.984349,"13659 Moccasin St, La Puente, CA 91746, USA",2
12995810,34.080491,-118.019845,"4195 Peck Rd, El Monte, CA 91732, USA",3
13000096,34.079505,-118.035528,"10839 Montecito Dr, El Monte, CA 91731, USA",1
13012249,34.066152,-118.07055,"3208 Leyburn Dr, Rosemead, CA 91770, USA",2
13013160,34.150862,-117.949017,"2599 Sunnydale Dr, Duarte, CA 91010, USA",2
13018363,34.117093,-117.901413,"530 E Mason St, Azusa, CA 91702, USA",3
13032378,34.145439,-117.86557,"609 N Glendora Ave, Glendora, CA 91741, USA",2
13042551,34.139449,-117.838963,"259 Underhill Dr, Glendora, CA 91741, USA",3
13042889,34.145476,-117.839045,"1415 E Virginia Ave, Glendora, CA 91741, USA",2
13043931,34.140208,-117.824353,"269 Oakland Rd, Glendora, CA 91741, USA",2
13075165,33.961883,-117.839214,"3468 Falcon Ridge Rd, Diamond Bar, CA 91765, USA",1
13077312,34.02803,-117.816287,"436 Gunsmoke Dr, Diamond Bar, CA 91765, USA",1
13078944,34.019083,-117.848013,"20964 Delphine Dr, Walnut, CA 91789, USA",2
13841970,33.735956,-117.870928,"827 S Birch St, Santa Ana, CA 92701, USA",1
13855101,33.914775,-117.951369,"541 W Patwood Dr, La Habra, CA 90631, USA",2
13864273,33.659126,-117.989988,"7895 Shell Cir, Huntington Beach, CA 92648, USA",2
13869579,33.866094,-117.963697,"1942 W Valencia Dr, Fullerton, CA 92833, USA",2
13878352,33.846418,-117.914292,"301 E Mills Dr, Anaheim, CA 92805, USA",3
13890300,33.620461,-117.917518,"400 Fullerton Ave, Newport Beach, CA 92663, USA",3
13902810,33.89184,-117.991043,"4655 Minorca Way, Buena Park, CA 90621, USA",3
13908643,33.83567,-117.983582,"2770 W Russell Pl, Anaheim, CA 92801, USA",2
13913393,33.864405,-117.954315,"1531 W Oak Ave, Fullerton, CA 92833, USA",2
13927490,33.782889,-118.08747,"12361 Wembley Rd, Los Alamitos, CA 90720, USA",3
13932056,33.797087,-117.947266,"11401 Baggett St, Garden Grove, CA 92840, USA",2
13942813,33.768415,-118.004515,"7151 Bestel Ave, Westminster, CA 92683, USA",1
14001605,33.775036,-118.026925,"12892 Owen St, Garden Grove, CA 92845, USA",1
14012942,33.809257,-118.014971,"10541 Ritter St, Cypress, CA 90630, USA",1
14013586,33.819967,-118.020717,"9783 Rosemary Dr, Cypress, CA 90630, USA",2
14042013,33.718967,-118.015711,"16742 Summercloud Ln, Huntington Beach, CA 92647, USA",2
14042159,33.724185,-118.020739,"16382 Duchess Ln, Huntington Beach, CA 92647, USA",2
14044157,33.653383,-117.981195,"8401 Doncaster Dr, Huntington Beach, CA 92646, USA",1
14060137,33.698453,-117.949217,"18232 Crater Lake Ct, Fountain Valley, CA 92708, USA",1
14073445,33.71483,-117.982459,"8361 Edam Cir, Huntington Beach, CA 92647, USA",1
14077496,33.72599,-118.058867,"4043 Mistral Dr, Huntington Beach, CA 92649, USA",1
14082460,33.736003,-117.924114,"826 S Shannon St, Santa Ana, CA 92704, USA",2
14088050,33.739379,-118.101383,"142 13th St, Seal Beach, CA 90740, USA",2
14107770,33.811347,-118.048577,"10440 Gregory Cir, Cypress, CA 90630, USA",1
14122293,33.832609,-118.041938,"5231 Lincoln Ave, Cypress, CA 90630, USA",2
14122485,33.838378,-118.042024,"5226 Banbury Cir, La Palma, CA 90623, USA",1
14132309,33.859694,-117.991178,"6952 Oregon St, Buena Park, CA 90621, USA",2
14137164,33.881941,-117.914677,"711 Harmony Ln, Fullerton, CA 92831, USA",3
14159081,33.927788,-117.891153,"328 Sage Ct, Brea, CA 92821, USA",1
14171317,33.903621,-117.848271,"2250 McCormack Ln, Placentia, CA 92870, USA",1
14175577,33.899352,-117.888802,"2566 Tuscany Way, Fullerton, CA 92835, USA",1
14255592,33.755433,-117.818757,"18002 Bigelow Park, Tustin, CA 92780, USA",2
14267321,33.698874,-117.894348,"1918 W Westwind, Santa Ana, CA 92704, USA",1
14268712,33.714394,-117.891015,"2414 S Rene Dr, Santa Ana, CA 92704, USA",2
14286989,33.719182,-117.818857,"1961 Brookshire Ave, Tustin, CA 92780, USA",1
14295829,33.624478,-117.880153,"1540 Jamboree Rd, Newport Beach, CA 92660, USA",3
14317854,33.61008,-117.841917,"36 Drakes Bay Dr, Corona Del Mar, CA 92625, USA",3
14344668,33.705142,-117.767651,"46 Grant, Irvine, CA 92620, USA",2
14383798,33.602157,-117.721703,"24795 Via San Marco, Laguna Hills, CA 92656, USA",1
14394130,33.57278,-117.708153,"26815 La Paz Rd, Aliso Viejo, CA 92656, USA",3
14400257,33.546727,-117.76083,"2390 Temple Hills Dr, Laguna Beach, CA 92651, USA",3
14420754,33.508985,-117.728913,"31250 Pacific Island Dr, Laguna Niguel, CA 92677, USA",2
14422766,33.514126,-117.63281,"28541 Paseo Diana, San Juan Capistrano, CA 92675, USA",3
14425044,33.485881,-117.63711,"31271 Avenida Terramar, San Juan Capistrano, CA 92675, USA",2
14427259,33.491973,-117.72146,"32392 Crete Rd, Dana Point, CA 92629, USA",3
14427574,33.486096,-117.730363,"133 Monarch Bay Dr, Dana Point, CA 92629, USA",2
14439961,33.47095,-117.627607,"2404 Via Narciso, San Clemente, CA 92673, USA",2
14448386,33.445424,-117.640793,"2719 Via Vistosa, San Clemente, CA 92672, USA",3
14466163,33.575929,-117.662638,"26648 Guadiana, Mission Viejo, CA 92691, USA",2
14477306,33.635281,-117.634622,"22511 Ivy-Ridge, Mission Viejo, CA 92692, USA",2
14481981,33.606355,-117.578263,"20 Northampton Pl, Coto De Caza, CA 92679, USA",1
14485139,33.627853,-117.610856,"42 Santa Sophia, Rancho Santa Margarita, CA 92688, USA",3
14489195,33.60722,-117.638099,"28205 Leticia, Mission Viejo, CA 92692, USA",3
14489694,33.61748,-117.670911,"23761 Coronel Dr, Mission Viejo, CA 92691, USA",3
14503975,33.644654,-117.650772,"21925 Jinetes, Mission Viejo, CA 92691, USA",3
14504198,33.642436,-117.645501,"22072 Salcedo, Mission Viejo, CA 92691, USA",3
13086453,34.023915,-117.894365,"2449 Flora St, West Covina, CA 91792, USA",3
14351001,33.731938,-117.770155,"23 Morro Bay, Irvine, CA 92602, USA",2
14506417,33.666041,-117.626844,"13 Arborside Way, Mission Viejo, CA 92692, USA",2
17176619,34.209411,-119.151191,"2018 Jacinto Dr, Oxnard, CA 93030, USA",2
11185878,34.613215,-118.19245,"40250 Vista Ridge Dr, Palmdale, CA 93551, USA",1
13945835,33.761746,-117.977876,"8672 Hewitt Ln, Garden Grove, CA 92844, USA",1
10813705,34.157434,-118.545121,"4831 La Montana Cir, Tarzana, CA 91356, USA",2
14321909,33.6261,-117.798418,"40 Copper Creek, Irvine, CA 92603, USA",1
17263520,34.263809,-118.681212,"5662 California Oak St, Simi Valley, CA 93063, USA",2
14154225,33.935334,-117.905981,"1051 Site Dr, Brea, CA 92821, USA",1
14353571,33.701385,-117.760964,"31 Early Light, Irvine, CA 92620, USA",3
17204359,34.264107,-118.857204,"14500 Delaware Dr, Moorpark, CA 93021, USA",1
11268405,34.643452,-118.206973,"41851 Piazza Ct, Lancaster, CA 93536, USA",1
17264139,34.277386,-118.659979,"2274 Beavertail Ln, Simi Valley, CA 93063, USA",2
17236197,34.310785,-118.746786,"4276 Goldstone Ln, Simi Valley, CA 93065, USA",1
11462976,33.964036,-118.426475,"7405 W 80th St, Los Angeles, CA 90045, USA",2
17112971,34.250831,-119.170405,"553 Platte Way, Oxnard, CA 93036, USA",1
14174234,33.907877,-117.876522,"2853 Gingerwood Cir, Fullerton, CA 92835, USA",1
12162984,34.195011,-118.143391,"173 E Pine St, Altadena, CA 91001, USA",2
17056217,34.449204,-119.234521,"108 Shady Ln, Ojai, CA 93023, USA",2
17059845,34.416223,-119.28497,"58 Monterey Dr, Oak View, CA 93022, USA",1
17066063,34.402689,-118.911134,"449 Clay St, Fillmore, CA 93015, USA",2
17083942,34.269566,-119.238156,"371 S Ashwood Ave, Ventura, CA 93003, USA",2
17127785,34.233405,-119.062235,"534 Corte Golondrina, Camarillo, CA 93010, USA",2
17133720,34.233966,-119.044164,"1639 Anacapa Dr, Camarillo, CA 93010, USA",1
17142593,34.233452,-118.995928,"5432 Butterfield St, Camarillo, CA 93012, USA",2
17159771,34.209541,-119.184847,"746 N F St, Oxnard, CA 93030, USA",3
17166267,34.180346,-119.182575,"460 W Iris St, Oxnard, CA 93033, USA",2
17196882,34.273106,-118.904728,"4640 Pepper Mill St, Moorpark, CA 93021, USA",2
17200491,34.264272,-118.875544,"4005 N Cedarpine Ln, Moorpark, CA 93021, USA",1
17201436,34.268992,-118.88118,"4330 N Ashtree St, Moorpark, CA 93021, USA",2
17207192,34.304105,-118.842162,"15345 Mahan Ct, Moorpark, CA 93021, USA",2
17208097,34.242788,-118.905339,"11421 Highridge Ct, Santa Rosa Valley, CA 93012, USA",1
17211645,34.212395,-118.881064,"186 W Avenida De Las Flores, Thousand Oaks, CA 91360, USA",3
17211875,34.196208,-118.87326,"1306 Norman Ave, Thousand Oaks, CA 91360, USA",3
17215875,34.221757,-118.89241,"711 Bluebonnet Ct, Thousand Oaks, CA 91360, USA",1
17233241,34.272223,-118.7251,"2004 Tracy Ave, Simi Valley, CA 93063, USA",2
17241248,34.244436,-118.777904,"1134 Nonchalant Dr, Simi Valley, CA 93065, USA",1
17260330,34.275344,-118.670011,"6131 Goshen St, Simi Valley, CA 93063, USA",2
17264034,34.267566,-118.658394,"6716 Sandalwood Dr, Simi Valley, CA 93063, USA",2
17269009,34.175167,-118.955127,"156 Fallbrook Ave, Thousand Oaks, CA 91320, USA",1
10732121,34.168564,-118.618862,"5432 Sale Ave, Woodland Hills, CA 91367, USA",2
10762742,34.218997,-118.538333,"18558 Cantara St, Reseda, CA 91335, USA",2
10764414,34.204442,-118.551817,"7353 Beckford Ave, Reseda, CA 91335, USA",1
10766477,34.212623,-118.564711,"19811 Ingomar St, Canoga Park, CA 91306, USA",2
10767421,34.216948,-118.573074,"20200 Lorne St, Canoga Park, CA 91306, USA",2
10809455,34.156264,-118.610558,"4872 Llano Dr, Woodland Hills, CA 91364, USA",2
10816809,34.153219,-118.520008,"4550 Alonzo Ave, Encino, CA 91316, USA",2
10842950,34.185467,-118.469493,"6324 Orion Ave, Van Nuys, CA 91411, USA",3
10848479,34.167098,-118.452523,"14647 Weddington St, Sherman Oaks, CA 91411, USA",3
10850221,34.173618,-118.514559,"17510 Collins St, Encino, CA 91316, USA",2
10850444,34.175909,-118.512729,"5760 Bianca Ave, Encino, CA 91316, USA",1
10853674,34.16522,-118.496434,"16655 W Magnolia Blvd, Encino, CA 91436, USA",2
10855022,34.15993,-118.469679,"15433 Huston St, Sherman Oaks, CA 91403, USA",1
10859724,34.164557,-118.434291,"13822 W Magnolia Blvd, Van Nuys, CA 91423, USA",1
10865478,34.142231,-118.472178,"15515 Woodcrest Dr, Sherman Oaks, CA 91403, USA",1
10906954,34.150704,-118.405681,"12505 Moorpark St, Studio City, CA 91604, USA",3
10911227,34.14952,-118.394122,"4332 Ben Ave, Studio City, CA 91604, USA",1
10923403,34.224901,-118.368678,"8540 Lehigh Ave, Sun Valley, CA 91352, USA",1
10938765,34.156299,-118.318246,"715 S Reese Pl, Burbank, CA 91506, USA",1
10953068,34.194743,-118.309266,"824 E Walnut Ave, Burbank, CA 91501, USA",1
10972104,34.312892,-118.419085,"13138 Pasha St, Sylmar, CA 91342, USA",1
10984900,34.277704,-118.416381,"13000 Weidner St, Pacoima, CA 91331, USA",2
10995976,34.260651,-118.304816,"10532 Whitegate Ave, Sunland-Tujunga, CA 91040, USA",3
11019668,34.269569,-118.44317,"10940 Laurel Canyon Blvd, San Fernando, CA 91340, USA",1
11026152,34.236611,-118.428601,"13586 Correnti St, Arleta, CA 91331, USA",2
11026275,34.233594,-118.426211,"13461 Chase St, Arleta, CA 91331, USA",1
11029045,34.231822,-118.397159,"8900 Haddon Ave, Sun Valley, CA 91352, USA",2
11052487,34.248236,-118.473799,"15651 Kinzie St, North Hills, CA 91343, USA",3
11057810,34.274945,-118.494865,"16633 McKeever St, Granada Hills, CA 91344, USA",2
11107950,34.452376,-118.528583,"22507 Pamplico Dr, Santa Clarita, CA 91350, USA",2
11137934,34.364121,-118.542601,"23432 Thornewood Dr, Newhall, CA 91321, USA",1
11138771,34.371838,-118.550796,"24961 Wheeler Rd, Santa Clarita, CA 91321, USA",2
11145891,34.412274,-118.491385,"26534 Sheldon Ave, Santa Clarita, CA 91351, USA",1
11165021,34.393327,-118.552567,"25611 Chimney Rock Rd, Santa Clarita, CA 91355, USA",1
11165619,34.396586,-118.549705,"23685 Vía Maduro, Santa Clarita, CA 91355, USA",2
11184134,34.617626,-118.206654,"40417 Fieldcrest Ln, Palmdale, CA 93551, USA",2
11188586,34.597439,-118.168682,"39337 Stonegate St, Palmdale, CA 93551, USA",2
11204995,34.561111,-118.08189,"2618 E Ave R 13, Palmdale, CA 93550, USA",1
11240347,34.541796,-118.148647,"1120 Lakeview Dr, Palmdale, CA 93551, USA",2
11249155,34.627031,-117.813389,"40977 178th St E, Lancaster, CA 93535, USA",1
11260359,34.636854,-118.214296,"41514 47th St W, Lancaster, CA 93536, USA",1
11262249,34.654399,-118.229523,"42449 56th St W, Quartz Hill, CA 93536, USA",3
11263197,34.65871,-118.213048,"4627 Ave L 2, Lancaster, CA 93536, USA",3
11267397,34.66994,-118.216602,"43323 Sawgrass Ln, Lancaster, CA 93536, USA",1
11283168,34.670038,-118.115244,"743 E Ave K 6, Lancaster, CA 93535, USA",2
11284085,34.675832,-118.177873,"2634 W Ave J 14, Lancaster, CA 93536, USA",2
11311910,34.673852,-118.108262,"43540 Yaffa St, Lancaster, CA 93535, USA",1
11340872,34.676744,-118.451787,"18116 Newvale Dr, Lake Hughes, CA 93532, USA",1
11343858,34.46515,-118.53073,"22602 Lilac Ct, Santa Clarita, CA 91390, USA",3
11344588,34.471111,-118.532164,"28716 Raintree Ln, Santa Clarita, CA 91390, USA",2
11388831,33.982497,-118.364892,"6362 Morley Ave, Los Angeles, CA 90056, USA",1
11429231,33.914601,-118.319264,"13004 Daphne Ave, Gardena, CA 90249, USA",1
11456914,33.969162,-118.391173,"7803 Bleriot Ave, Los Angeles, CA 90045, USA",1
11459429,33.969254,-118.406598,"7917 Emerson Ave, Los Angeles, CA 90045, USA",2
11459795,33.97555,-118.396381,"7107 Arizona Ave, Los Angeles, CA 90045, USA",1
11461969,33.963784,-118.419659,"8060 Altavan Ave, Los Angeles, CA 90045, USA",1
11469828,33.968188,-118.372069,"7634 Midfield Ave, Los Angeles, CA 90045, USA",2
11484251,33.907115,-118.367879,"5121 W 137th Pl, Hawthorne, CA 90250, USA",2
11484397,33.906622,-118.364054,"13736 S Shoup Ave, Hawthorne, CA 90250, USA",1
11492585,33.858877,-118.360588,"2749 190th St, Redondo Beach, CA 90278, USA",3
11496910,33.877788,-118.380948,"1761 Curtis Ave, Manhattan Beach, CA 90266, USA",2
11516727,33.998488,-118.391209,"10851 Whitburn St, Culver City, CA 90230, USA",1
11528079,33.999098,-118.397726,"5299 Dobson Way, Culver City, CA 90230, USA",3
11531656,33.986432,-118.405449,"11910 Lucile St, Culver City, CA 90230, USA",1
11540905,33.995734,-118.429345,"4137 Kenyon Ave, Los Angeles, CA 90066, USA",2
11544873,33.995053,-118.441058,"3954 Michael Ave, Los Angeles, CA 90066, USA",1
11551406,34.000679,-118.440646,"12783 Venice Blvd, Los Angeles, CA 90066, USA",3
11554752,34.011885,-118.42808,"11706 Charnock Rd, Los Angeles, CA 90066, USA",2
11594637,34.024871,-118.505992,"314 Palisades Ave, Santa Monica, CA 90402, USA",3
11621509,34.060467,-118.420782,"10231 Santa Monica Blvd, Los Angeles, CA 90067, USA",3
11636215,34.084207,-118.398665,"700 Elevado Ave, Beverly Hills, CA 90210, USA",1
11637508,34.069675,-118.394807,"205 N Elm Dr, Beverly Hills, CA 90210, USA",1
11654744,34.121931,-118.425216,"2790 Ellison Dr, Beverly Hills, CA 90210, USA",2
11704804,34.000333,-118.293504,"1056 W 47th St, Los Angeles, CA 90037, USA",2
11711123,34.0199,-118.364,"5486 Village Green, Los Angeles, CA 90016, USA",1
11712570,34.006988,-118.354035,"4511 Don Felipe Dr, Los Angeles, CA 90008, USA",2
11727778,34.027328,-118.3405,"3008 Buckingham Rd, Los Angeles, CA 90016, USA",1
11744685,34.038341,-118.313621,"2251 W 21st St, Los Angeles, CA 90018, USA",2
11747469,34.053595,-118.294155,"975 S Berendo St, Los Angeles, CA 90006, USA",3
11757116,34.056321,-118.32022,"886 S Bronson Ave, Los Angeles, CA 90005, USA",3
11765524,34.003134,-118.27473,"119 W 45th St, Los Angeles, CA 90037, USA",2
11799170,34.049934,-118.211602,"542 N Cummings St, Los Angeles, CA 90033, USA",2
11832377,34.008067,-118.161993,"2137 Cowlin Ave, Commerce, CA 90040, USA",1
11857398,34.042192,-118.1083,"1920 Holly Oak Dr, Monterey Park, CA 91755, USA",1
